年月日,最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),平均海面気圧(hPa),平均湿度(％),平均雲量(10分比),天気概況(昼：06時～18時)
2017/6/25,25.0,21.5,7.5,0.0,1.7,1001.5,81,10.0,曇時々雨
2017/6/26,29.3,19.9,0.0,6.3,2.0,1007.3,62,10.0,曇
2017/6/27,29.7,20.4,0.5,1.1,1.7,1010.9,65,10.0,曇
2017/6/28,29.2,22.0,5.0,1.2,1.5,1013.0,77,10.0,雨後曇
2017/6/29,29.0,22.5,3.5,0.1,1.8,1013.9,70,10.0,曇一時雨
2017/6/30,29.6,22.0,39.0,0.9,1.6,1012.2,83,9.8,雨後曇、雷を伴う
2017/7/1,32.3,25.1,11.0,2.1,2.9,1009.7,75,10.0,曇
2017/7/2,33.2,24.6,25.0,3.3,1.8,1011.6,80,9.8,曇後時々雨、雷を伴う
2017/7/3,33.3,23.5,0,6.4,2.1,1010.1,71,9.3,曇一時晴
2017/7/4,31.2,25.3,28.0,0.2,2.1,1006.9,79,10.0,曇後雨
2017/7/5,28.3,22.7,23.0,0.3,1.6,1009.9,87,10.0,雨一時曇
2017/7/6,32.0,21.2,0,9.1,1.7,1012.0,67,6.8,晴時々薄曇
2017/7/7,33.2,23.5,10.0,6.0,2.0,1011.5,73,7.5,曇時々晴後一時雨
2017/7/8,35.5,23.5,1.0,6.8,1.9,1011.0,74,9.5,曇一時晴後一時雨
2017/7/9,29.8,23.2,8.0,0.0,1.3,1010.4,82,9.3,曇時々雨、雷を伴う
2017/7/10,33.7,23.4,3.0,4.5,1.8,1010.1,74,9.8,曇
2017/7/11,35.4,25.1,0,10.6,2.3,1011.3,65,6.8,晴一時曇
2017/7/12,33.4,26.9,0.0,0.3,1.8,1010.4,69,9.5,曇一時晴
2017/7/13,35.5,25.8,0.0,6.9,2.0,1008.9,63,9.0,曇
2017/7/14,32.7,26.4,0.0,6.5,2.4,1011.0,65,9.3,曇一時晴
2017/7/15,35.8,25.8,0,9.3,2.0,1012.8,61,6.8,晴後一時薄曇
2017/7/16,35.2,25.4,7.0,4.0,1.7,1012.8,73,9.3,曇一時晴後時々雨、雷を伴う
2017/7/17,33.3,24.7,10.5,1.8,1.6,1011.3,75,9.8,曇後一時雨、雷を伴う
2017/7/18,32.4,24.6,0.0,4.2,1.9,1009.1,77,9.0,曇一時晴後時々雨
2017/7/19,34.2,25.6,8.5,6.3,1.9,1007.6,71,9.8,曇後時々晴一時雨
2017/7/20,34.9,25.7,0,9.3,3.0,1010.1,62,3.5,晴
2017/7/21,33.5,27.2,0.0,4.5,3.3,1011.5,66,6.0,晴時々曇一時雨
2017/7/22,35.4,26.5,0.0,5.3,2.0,1011.0,65,7.8,晴後曇
2017/7/23,32.0,25.9,0.0,0.3,2.2,1007.3,70,10.0,曇後一時雨
2017/7/24,33.2,26.2,0,1.1,2.0,1004.0,69,10.0,曇
2017/7/25,31.7,26.4,8.5,0.1,1.8,1003.5,80,10.0,曇後一時雨
2017/7/26,33.2,25.3,2.5,9.1,3.0,1005.8,67,5.5,晴時々曇
2017/7/27,32.6,24.8,0.0,1.7,2.6,1008.5,71,10.0,曇一時晴
2017/7/28,34.7,25.7,3.5,2.3,1.6,1008.4,77,7.5,曇後一時雨、雷を伴う
2017/7/29,33.9,26.3,0.0,3.6,1.8,1006.7,69,9.0,曇
2017/7/30,34.2,25.3,1.0,3.1,1.9,1007.1,72,9.3,曇一時雨後一時晴
2017/7/31,36.1,27.6,0.0,3.6,1.7,1008.3,70,8.0,曇一時晴、雷を伴う
2017/8/1,34.9,26.7,0.0,7.5,2.6,1008.2,64,9.0,曇
2017/8/2,35.1,24.9,0,5.3,2.3,1007.0,63,5.5,晴後一時曇
2017/8/3,32.7,25.5,0.0,2.8,3.7,1008.5,66,8.5,晴時々曇
2017/8/4,33.5,27.1,0,4.1,3.7,1008.4,68,8.5,曇後一時晴
2017/8/5,35.1,26.7,6.0,3.1,2.6,1006.1,73,9.0,曇一時晴後一時雨、雷を伴う
2017/8/6,36.7,26.1,10.5,8.8,2.2,1003.3,71,6.0,晴後一時雨、雷を伴う
2017/8/7,29.4,25.3,63.5,0.0,5.2,991.6,84,9.8,大雨
2017/8/8,31.9,25.1,3.5,4.0,3.2,996.2,72,6.5,曇時々雨後時々晴
2017/8/9,35.7,24.4,0,9.9,1.8,998.4,63,5.0,晴後一時曇
2017/8/10,35.8,26.3,5.0,4.1,2.6,999.4,70,8.5,曇後晴一時雨
2017/8/11,35.6,25.3,2.0,4.9,1.8,1002.4,69,8.3,曇一時雨後一時晴
2017/8/12,32.1,24.8,0.0,6.7,3.1,1006.7,64,6.0,晴一時曇
2017/8/13,31.6,23.4,0,5.0,2.0,1008.4,62,9.5,曇時々晴
2017/8/14,31.9,23.9,0.0,1.5,1.7,1007.3,67,9.8,曇
2017/8/15,28.2,23.1,27.5,0.0,1.6,1004.1,86,10.0,曇時々雨
2017/8/16,33.0,24.6,0.0,2.4,1.7,1004.8,76,7.8,曇一時雨
2017/8/17,34.5,24.8,0,5.1,1.8,1007.6,70,6.0,晴時々曇
2017/8/18,34.2,24.5,10.5,5.8,2.2,1009.3,73,7.5,曇時々雨後晴、雷を伴う
2017/8/19,35.4,24.4,0,10.0,1.9,1011.1,65,5.5,晴一時曇
2017/8/20,35.3,24.4,0,8.8,1.8,1011.4,62,7.8,薄曇
2017/8/21,35.7,26.2,0,6.7,1.9,1012.4,61,9.3,曇時々晴
2017/8/22,33.9,26.9,0.0,2.9,2.2,1014.2,67,8.8,曇
2017/8/23,34.7,26.4,0.0,3.4,2.0,1013.5,72,10.0,曇、雷を伴う
2017/8/24,36.2,26.6,0,8.4,2.3,1009.5,65,5.5,晴一時曇
2017/8/25,34.5,28.4,0,3.0,2.5,1006.9,64,10.0,曇
2017/8/26,31.0,22.8,1.0,3.0,2.0,1010.6,62,9.8,曇
2017/8/27,33.8,21.9,0,11.8,2.1,1014.6,57,4.3,晴一時薄曇
2017/8/28,32.2,25.0,0.0,2.3,2.0,1012.7,68,7.8,曇一時晴
2017/8/29,35.0,26.8,0.0,6.7,2.2,1010.0,64,9.0,曇一時晴
2017/8/30,30.9,24.1,0.0,4.4,2.8,1008.8,63,7.0,曇時々晴
2017/8/31,30.8,22.6,0,9.8,3.4,1006.2,49,3.3,晴
2017/9/1,30.7,22.0,0.0,11.5,3.6,1006.1,49,2.5,晴
2017/9/2,29.2,21.3,0,10.5,3.1,1006.6,57,2.8,晴
2017/9/3,30.0,20.7,0,8.7,2.7,1011.8,55,4.8,曇後晴
2017/9/4,29.4,20.0,0,3.0,1.5,1015.9,55,9.8,曇
2017/9/5,29.6,19.2,7.5,4.2,1.7,1013.5,65,10.0,曇一時晴後時々雨
2017/9/6,27.5,21.8,0.0,0.0,1.5,1007.6,79,10.0,曇
2017/9/7,28.0,23.9,15.0,0.0,1.5,1004.5,85,10.0,雨時々曇
2017/9/8,30.4,21.7,0.0,10.6,3.2,1008.0,63,4.3,晴
2017/9/9,32.5,19.3,0.0,9.3,1.7,1012.4,65,5.5,晴後曇
2017/9/10,30.8,22.2,0,5.8,1.7,1014.4,66,9.3,薄曇一時晴
2017/9/11,29.7,23.2,0.0,0.6,2.2,1011.9,66,10.0,曇一時雨
2017/9/12,27.2,21.6,69.5,0.1,1.6,1010.4,85,8.5,雨後時々曇、雷を伴う
2017/9/13,32.1,20.3,0,9.0,1.8,1015.2,66,7.0,薄曇時々晴
2017/9/14,29.7,20.3,0,7.2,2.5,1017.3,58,8.8,晴時々曇
2017/9/15,26.4,17.9,0,4.0,2.4,1017.7,58,9.8,曇
2017/9/16,21.5,19.6,19.5,0.0,2.4,1014.6,80,10.0,雨一時曇
2017/9/17,25.2,21.2,38.0,0.0,4.7,1000.7,73,10.0,曇
2017/9/18,28.3,20.3,0.0,4.9,2.9,1005.7,68,7.0,曇一時雨後晴
2017/9/19,29.3,18.1,0,8.1,1.8,1011.6,63,9.3,薄曇一時晴
2017/9/20,27.4,20.9,1.0,0.2,2.3,1010.7,68,10.0,曇
2017/9/21,28.1,17.5,0,7.4,1.9,1013.8,61,8.5,晴後薄曇
2017/9/22,23.4,16.8,2.5,0.6,1.7,1014.3,74,7.5,曇後雨
2017/9/23,27.5,20.0,0.0,2.7,1.8,1014.4,70,9.0,曇一時晴
2017/9/24,27.8,18.2,0,6.8,1.4,1015.5,62,5.3,晴後薄曇
2017/9/25,30.4,17.6,0,11.1,1.5,1014.7,60,1.3,快晴
2017/9/26,31.0,18.1,0,11.0,1.6,1014.2,60,3.5,晴
2017/9/27,28.1,21.5,0.5,2.1,2.1,1009.1,68,9.5,曇一時晴後雨
2017/9/28,24.4,17.2,5.5,1.7,2.5,1003.7,75,7.5,曇一時雨後晴
2017/9/29,27.0,14.7,0,8.0,1.8,1014.8,63,2.8,晴
2017/9/30,27.1,16.9,0,8.6,1.9,1021.4,59,4.8,晴
2017/10/1,26.4,13.8,0,5.9,1.7,1021.6,64,7.0,晴後曇
2017/10/2,22.7,20.5,37.0,0.0,1.4,1014.3,85,10.0,雨
2017/10/3,27.4,18.5,4.0,2.6,2.4,1012.1,76,9.3,曇時々雨後時々晴
2017/10/4,22.4,14.2,0.0,5.1,2.7,1020.7,52,7.0,曇後晴
2017/10/5,23.6,13.3,0,4.9,2.0,1024.9,57,9.8,薄曇
2017/10/6,19.8,15.4,36.0,0.0,2.9,1022.7,75,10.0,雨一時曇
2017/10/7,23.8,17.8,8.0,0.0,1.0,1018.7,87,9.0,雨後曇
2017/10/8,28.1,17.3,0,8.8,1.4,1022.1,73,2.5,晴
2017/10/9,29.6,19.9,0,7.1,1.3,1021.7,71,4.8,晴一時曇
2017/10/10,30.5,19.8,0,8.9,1.7,1018.5,70,2.8,晴
2017/10/11,30.0,19.8,0,8.4,1.6,1015.7,68,5.3,晴
2017/10/12,23.6,18.4,0.0,0.0,2.2,1015.7,72,10.0,曇時々雨
2017/10/13,19.1,16.8,0.5,0.0,1.8,1017.0,77,10.0,雨時々曇
2017/10/14,22.3,17.0,0.0,0.5,1.2,1020.2,77,10.0,曇一時雨
2017/10/15,18.9,15.7,12.5,0.0,0.9,1024.1,87,10.0,雨
2017/10/16,16.5,14.6,22.0,0.0,1.2,1023.9,92,10.0,雨後一時曇
2017/10/17,17.1,13.2,8.5,0.0,0.9,1022.3,89,10.0,雨後曇
2017/10/18,20.8,11.4,0.5,3.8,1.7,1021.9,73,10.0,曇
2017/10/19,17.3,13.0,24.5,0.1,1.7,1017.9,84,10.0,雨時々曇
2017/10/20,19.4,15.1,2.5,0.0,1.1,1015.9,85,10.0,曇時々雨
2017/10/21,18.2,16.0,26.5,0.0,1.0,1014.2,91,10.0,雨一時曇
2017/10/22,18.8,17.0,121.0,0.0,3.0,997.7,88,10.0,大雨
2017/10/23,18.3,12.4,5.0,3.7,4.7,1004.8,68,7.5,雨後晴
2017/10/24,17.1,11.4,14.5,0.4,1.4,1021.2,76,9.5,曇
2017/10/25,20.0,12.4,14.5,2.7,2.2,1020.4,75,7.5,曇後晴
2017/10/26,22.6,10.4,0,8.5,1.3,1021.1,73,1.3,晴
2017/10/27,23.6,11.3,0,10.4,1.8,1020.7,68,2.5,晴
2017/10/28,18.9,15.8,13.5,0.0,2.2,1021.6,77,10.0,雨
2017/10/29,18.9,15.9,46.0,0.0,1.9,1006.1,87,10.0,大雨後一時曇
2017/10/30,17.7,9.4,0.0,5.6,3.4,1016.5,57,7.8,晴時々曇
2017/10/31,18.6,7.3,0,9.7,1.8,1024.2,62,2.0,晴
2017/11/1,20.2,6.8,0,10.2,1.3,1022.7,63,0.0,快晴
2017/11/2,22.0,8.4,0,10.1,1.1,1018.9,63,1.5,晴
2017/11/3,22.7,10.1,0,8.8,1.5,1016.6,68,4.5,晴一時曇
2017/11/4,20.0,11.3,0.0,3.3,2.5,1018.8,71,9.0,晴時々曇
2017/11/5,17.6,7.7,0,7.3,1.5,1027.4,63,2.8,晴一時曇
2017/11/6,20.7,7.0,0,9.9,1.3,1026.3,67,0.0,快晴
2017/11/7,22.1,10.5,0,5.2,1.1,1023.0,70,7.8,晴後曇
2017/11/8,16.9,14.3,2.5,0.0,0.7,1017.4,90,10.0,雨時々曇
2017/11/9,17.3,9.1,0,3.3,2.5,1021.0,63,3.0,晴一時曇
2017/11/10,18.6,6.2,0,9.9,1.3,1019.8,65,2.3,快晴
2017/11/11,17.2,10.1,6.0,2.6,2.6,1013.5,68,8.0,晴一時雨
2017/11/12,15.3,7.7,0.0,3.6,1.5,1020.1,66,6.3,曇後時々晴
2017/11/13,18.8,5.3,0,9.7,1.3,1019.9,69,2.8,晴
2017/11/14,13.0,10.4,18.0,0.0,0.9,1015.8,89,10.0,雨一時曇
2017/11/15,17.4,7.7,0,4.1,1.5,1015.9,68,6.8,晴一時薄曇
2017/11/16,11.3,5.5,0,4.0,1.8,1020.4,61,4.8,晴一時曇
2017/11/17,13.9,4.0,0,8.6,1.2,1021.2,62,4.8,晴後薄曇
2017/11/18,12.6,7.1,9.5,0.4,1.4,1011.1,82,9.8,雨後曇
2017/11/19,12.0,5.1,0.0,5.4,2.7,1017.7,67,7.0,晴時々曇
2017/11/20,9.9,4.2,0.0,0.8,1.9,1021.5,69,9.0,曇後一時晴
2017/11/21,11.3,3.3,0.0,5.0,1.6,1026.4,74,5.0,晴時々曇一時雨
2017/11/22,13.8,2.8,1.5,1.4,1.0,1019.8,77,7.8,薄曇一時晴後一時雨
2017/11/23,13.8,5.7,5.5,7.1,2.7,1013.3,70,6.0,晴一時曇
2017/11/24,11.9,3.6,0,7.3,2.5,1021.1,54,1.8,晴
2017/11/25,13.3,3.3,0,7.9,1.6,1027.3,61,8.3,薄曇時々晴
2017/11/26,13.7,3.6,0.0,2.9,1.0,1025.0,73,10.0,曇
2017/11/27,16.1,6.9,0,8.7,1.3,1026.2,71,3.0,晴
2017/11/28,18.0,4.9,0,9.3,1.1,1024.9,69,1.0,快晴
2017/11/29,14.1,10.1,0.0,0.0,0.7,1020.1,84,10.0,曇後雨
2017/11/30,16.8,10.5,0.0,1.2,1.7,1016.6,74,10.0,曇
2017/12/1,11.8,6.1,0.0,4.3,2.7,1022.0,65,6.8,曇時々晴一時雨
2017/12/2,12.8,3.6,0.0,8.2,1.7,1026.9,66,4.0,晴
2017/12/3,14.9,4.8,0,9.3,1.4,1023.6,66,3.5,晴一時曇
2017/12/4,11.2,3.7,0.5,2.4,1.0,1016.0,75,4.3,晴後雨時々曇
2017/12/5,10.0,2.7,0.0,7.4,2.7,1013.5,61,2.8,晴
2017/12/6,10.5,0.2,0,9.2,2.1,1021.2,56,1.0,晴
2017/12/7,11.9,0.7,0,8.0,1.6,1021.0,66,3.8,晴後薄曇
2017/12/8,9.0,2.4,1.5,0.0,1.9,1012.9,77,9.3,曇時々雨
2017/12/9,9.3,1.3,0.0,2.0,1.2,1018.4,75,6.3,曇時々晴
2017/12/10,12.7,1.6,0.0,5.7,1.4,1016.8,69,8.8,晴後曇
2017/12/11,12.0,2.5,0.0,5.5,3.1,1012.4,60,4.3,晴時々曇
2017/12/12,6.2,0.4,0,5.6,3.1,1019.6,46,5.0,晴一時曇
2017/12/13,7.0,0.8,0.0,4.0,2.6,1021.3,60,4.8,晴後曇一時みぞれ
2017/12/14,6.7,1.5,0.5,2.4,2.0,1026.2,77,9.8,曇時々みぞれ一時雪後時々雨
2017/12/15,9.8,2.8,0.0,5.1,1.3,1024.7,72,7.5,曇後晴
2017/12/16,11.5,3.8,0.0,1.9,1.9,1017.9,65,9.3,曇時々晴
2017/12/17,6.9,1.1,0,4.8,2.9,1021.6,57,3.0,晴
2017/12/18,9.3,-0.8,0,8.8,1.7,1026.2,56,3.3,晴後一時曇
2017/12/19,11.3,1.1,0.0,4.2,2.2,1024.8,64,5.8,曇時々晴
2017/12/20,10.0,0.5,0,9.2,1.5,1027.9,66,0.5,晴
2017/12/21,10.8,0.3,0,8.1,1.3,1028.2,66,2.3,晴
2017/12/22,11.5,0.1,0,9.1,1.5,1026.7,68,0.5,晴
2017/12/23,11.8,0.8,0,5.9,1.3,1024.6,73,5.0,晴後薄曇
2017/12/24,13.6,2.9,29.5,2.7,1.2,1015.7,79,9.8,曇後時々雨
2017/12/25,10.7,5.6,0.0,2.4,3.0,1012.3,72,9.0,雨時々晴一時曇
2017/12/26,7.8,2.6,1.0,2.1,2.5,1015.9,68,7.5,曇時々晴一時雨
2017/12/27,4.3,2.0,0.5,0.7,3.3,1018.4,74,9.5,雪一時雨後時々みぞれ
2017/12/28,7.3,1.7,0.0,3.0,2.4,1023.6,73,9.0,曇時々みぞれ一時晴後一時雨
2017/12/29,6.8,2.6,0.0,0.2,1.4,1021.4,77,10.0,曇後時々雨
2017/12/30,9.6,2.5,0.0,1.2,2.0,1023.8,64,7.8,曇時々晴
2017/12/31,9.6,2.4,0.0,1.0,1.0,1018.7,76,9.5,曇後時々雨
2018/1/1,10.1,2.6,0.0,5.4,2.5,1019.8,64,6.3,晴
2018/1/2,10.1,3.8,0.0,4.5,2.5,1021.4,59,7.8,晴時々曇
2018/1/3,6.4,1.3,1.5,4.8,2.5,1021.5,76,8.0,晴時々みぞれ一時雨
2018/1/4,7.5,-0.3,0.5,4.2,1.5,1022.6,79,7.0,晴一時雪後一時雨
2018/1/5,5.0,1.9,0.0,0.0,1.2,1017.4,84,10.0,曇一時雨
2018/1/6,7.7,1.5,0.0,0.7,1.3,1016.3,84,8.8,曇時々雨
2018/1/7,8.3,1.2,0.0,3.6,1.5,1022.8,74,7.5,曇一時晴
2018/1/8,9.4,3.7,14.0,0.0,1.8,1012.5,84,10.0,雨
2018/1/9,10.4,2.4,2.0,6.6,3.0,1005.9,68,5.8,晴一時曇後一時雨
2018/1/10,7.1,-0.3,0.0,4.1,1.9,1012.7,74,2.8,晴後曇時々雨
2018/1/11,4.3,-0.9,0,8.8,3.0,1018.9,53,1.8,晴
2018/1/12,6.5,-1.8,0,7.7,2.5,1023.4,46,1.5,晴後一時曇
2018/1/13,6.8,-2.9,0.0,7.0,1.9,1026.5,62,2.8,晴
2018/1/14,3.9,-0.5,0.5,0.0,1.2,1031.0,85,7.8,曇一時晴
2018/1/15,10.3,-1.8,0.0,3.3,1.1,1027.0,75,4.0,晴時々曇
2018/1/16,14.1,1.3,0.0,5.8,1.0,1021.5,75,8.8,曇後晴
2018/1/17,12.7,8.2,16.5,0.0,1.0,1012.6,91,10.0,雨後一時曇
2018/1/18,14.8,6.7,0.0,3.0,1.9,1018.5,72,9.8,曇一時晴
2018/1/19,11.4,3.9,0.0,4.3,1.5,1020.4,67,5.3,曇後晴
2018/1/20,11.7,2.5,0,4.6,1.4,1019.5,68,5.5,晴後時々曇
2018/1/21,11.5,1.4,0.0,4.2,1.7,1020.3,72,6.5,晴後曇一時雨
2018/1/22,5.2,1.6,7.0,0.0,1.2,1015.2,83,10.0,曇後みぞれ一時雪
2018/1/23,10.1,0.6,0.5,5.5,3.0,1012.3,60,6.5,　曇時々晴一時みぞれ
2018/1/24,4.5,-2.5,0.0,7.5,4.3,1015.0,47,5.0,晴
2018/1/25,3.5,-3.6,0.0,6.2,2.9,1017.1,70,7.0,雪後時々曇一時晴
2018/1/26,4.5,-1.7,0.0,4.3,2.9,1015.0,67,8.5,雪一時曇後一時晴
2018/1/27,4.6,-1.9,0.0,3.2,2.4,1022.1,72,7.5,雪時々晴
2018/1/28,3.7,-1.2,0.0,0.9,1.0,1018.6,76,10.0,曇後時々雪、みぞれを伴う
2018/1/29,8.4,0.2,0.0,5.0,2.4,1013.7,63,5.8,晴時々曇
2018/1/30,6.8,-1.1,0.0,7.7,2.2,1020.3,54,5.0,晴
2018/1/31,7.9,-1.4,0,9.1,1.6,1025.3,56,5.3,晴後薄曇
2018/2/1,3.7,1.1,3.0,0.0,0.8,1024.8,85,10.0,みぞれ後雨
2018/2/2,7.6,0.4,0,3.0,1.2,1022.8,82,7.8,曇
2018/2/3,8.6,1.3,0.0,3.7,2.1,1018.5,70,6.3,晴時々曇
2018/2/4,6.2,-0.3,0,8.5,2.9,1016.2,50,4.3,晴
2018/2/5,5.4,-1.3,0.0,6.9,3.3,1016.4,48,3.5,晴後一時雪
2018/2/6,5.2,-3.3,0,8.5,3.0,1017.0,40,2.0,晴
2018/2/7,6.9,-3.0,0,7.0,2.4,1019.3,46,1.8,晴一時曇
2018/2/8,7.3,-1.6,0,7.5,1.8,1023.1,63,2.8,晴一時曇
2018/2/9,9.6,-2.4,0,10.0,1.4,1026.5,58,4.0,晴
2018/2/10,7.0,2.3,19.5,0.0,1.2,1018.8,78,9.5,雨一時曇
2018/2/11,7.4,-0.4,0.0,2.7,3.1,1014.2,60,6.8,曇一時みぞれ後晴
2018/2/12,6.0,-1.1,0,7.5,3.3,1016.7,50,1.3,晴
2018/2/13,5.8,-1.2,0.0,5.2,2.3,1020.2,53,2.8,晴後曇一時雪
2018/2/14,9.7,-1.9,0,9.0,2.1,1021.9,55,3.3,晴
2018/2/15,13.4,3.1,0.0,2.0,1.9,1017.3,67,7.8,曇
2018/2/16,12.0,0.8,0,6.2,1.4,1015.2,58,7.0,曇時々晴
2018/2/17,8.5,1.0,0.0,3.7,3.1,1015.0,66,7.5,曇時々雨一時雪、みぞれを伴う
2018/2/18,7.4,-0.4,0.0,6.9,2.6,1023.9,52,5.3,晴後一時薄曇
2018/2/19,9.7,-0.3,0,4.4,1.4,1021.7,56,8.0,曇
2018/2/20,12.8,1.4,0,10.2,2.3,1018.6,54,4.0,快晴
2018/2/21,8.7,2.1,0.0,1.8,1.9,1018.4,63,9.8,曇
2018/2/22,10.3,1.2,0,8.3,1.4,1020.4,58,10.0,薄曇一時晴
2018/2/23,12.2,1.2,0,9.8,2.1,1022.6,50,2.3,晴
2018/2/24,13.9,0.8,0.0,6.3,2.3,1026.6,60,5.0,晴後曇一時雨
2018/2/25,9.9,2.9,0.0,2.6,1.7,1025.0,57,10.0,曇後一時雨
2018/2/26,14.7,4.0,0,9.3,1.9,1021.7,57,3.5,晴
2018/2/27,15.2,1.7,0,10.0,1.8,1023.9,53,2.3,晴
2018/2/28,16.3,3.4,1.0,5.3,2.2,1017.5,56,8.5,曇一時晴
2018/3/1,16.7,8.3,14.5,2.7,4.2,999.1,57,8.0,曇一時雨
2018/3/2,12.6,3.7,0,8.5,2.8,1015.6,47,5.0,晴時々曇
2018/3/3,16.5,1.9,0,6.5,1.5,1018.5,58,9.3,晴後薄曇
2018/3/4,21.2,8.1,0,5.1,1.4,1019.0,62,7.8,晴後曇
2018/3/5,15.8,7.5,37.5,0.0,2.3,1010.8,80,10.0,大雨一時曇
2018/3/6,11.2,4.6,0.0,9.3,3.9,1025.3,55,6.3,晴一時曇
2018/3/7,12.2,1.9,0.0,6.4,2.4,1030.4,56,6.0,晴後曇
2018/3/8,13.2,8.6,35.5,0.0,2.3,1014.9,80,10.0,雨時々曇
2018/3/9,13.0,3.8,4.5,0.0,3.6,1014.5,67,10.0,雨時々曇
2018/3/10,9.9,1.5,0,7.5,3.3,1022.5,52,4.8,晴一時曇
2018/3/11,15.3,0.3,0,8.3,2.1,1023.5,58,0.8,晴一時曇
2018/3/12,16.5,1.8,0,10.3,1.8,1024.6,56,0.8,晴
2018/3/13,20.7,3.9,0,10.8,2.1,1023.0,54,0.3,快晴
2018/3/14,23.3,8.2,0,10.7,1.9,1022.7,56,1.5,快晴
2018/3/15,22.5,10.2,0.0,8.6,2.4,1019.1,57,9.3,晴時々薄曇
2018/3/16,16.7,5.0,13.5,0.0,3.2,1017.7,71,10.0,雨時々曇
2018/3/17,14.3,3.7,0,11.1,2.5,1027.0,49,0.8,晴
2018/3/18,18.7,3.5,0,6.1,1.6,1024.8,60,7.5,曇時々晴
2018/3/19,15.8,11.0,10.5,0.0,1.2,1016.5,80,10.0,雨時々曇
2018/3/20,11.2,5.7,3.5,0.0,3.3,1017.4,74,10.0,雨時々曇
2018/3/21,10.9,5.2,28.5,0.0,2.7,1009.8,82,10.0,雨後一時曇
2018/3/22,13.1,6.2,9.0,1.6,2.8,1003.2,73,10.0,曇時々雨
2018/3/23,15.2,4.0,0,10.3,2.2,1017.1,54,5.8,晴後一時薄曇
2018/3/24,17.4,2.1,0,11.4,2.1,1020.7,51,3.5,晴一時薄曇
2018/3/25,19.7,5.5,0,10.8,2.1,1022.9,56,0.0,快晴
2018/3/26,22.2,7.1,0,10.8,1.7,1021.4,53,4.3,晴一時薄曇
2018/3/27,23.4,8.0,0,11.4,1.9,1018.9,48,3.8,晴時々薄曇
2018/3/28,25.5,10.2,0,11.1,1.9,1017.8,47,0.3,晴
2018/3/29,25.0,10.3,0,10.4,2.5,1018.1,51,1.0,快晴
2018/3/30,17.6,7.4,0,11.7,3.5,1023.8,38,0.0,快晴
2018/3/31,21.1,4.5,0,11.2,2.1,1022.7,50,0.0,快晴
2018/4/1,22.8,9.9,0,8.3,2.1,1019.0,60,3.8,晴後一時薄曇
2018/4/2,25.5,12.9,0,9.5,1.8,1017.4,58,2.3,晴
2018/4/3,27.3,13.0,0,9.7,2.0,1018.3,56,3.5,晴
2018/4/4,26.9,11.4,0.0,6.8,2.6,1017.1,65,3.0,晴後時々曇一時雨
2018/4/5,19.1,10.0,0.0,1.9,2.4,1019.0,58,10.0,曇
2018/4/6,21.6,12.3,19.0,0.0,1.8,1007.9,78,10.0,雨時々曇
2018/4/7,14.5,5.6,6.0,1.6,2.7,1008.0,68,7.8,曇一時晴後時々雨
2018/4/8,13.5,3.8,0.0,7.9,2.7,1017.5,54,3.0,晴一時曇
2018/4/9,15.2,4.3,0.0,2.1,1.3,1019.3,65,6.5,曇時々晴後時々雨
2018/4/10,22.8,6.8,0,11.3,1.7,1020.5,53,7.0,晴後一時薄曇
2018/4/11,20.7,12.6,4.5,0.0,3.1,1012.7,69,10.0,曇後一時雨
2018/4/12,23.5,14.1,1.5,6.4,2.5,1013.6,55,8.8,薄曇
2018/4/13,19.0,9.7,0,11.3,3.7,1023.6,37,4.8,晴一時薄曇
2018/4/14,23.1,7.6,17.5,3.5,2.0,1015.1,62,8.5,曇一時雨
2018/4/15,16.7,11.1,27.5,2.0,2.9,1006.4,73,8.8,雨後曇時々晴
2018/4/16,18.5,8.8,0.0,8.0,3.0,1018.1,51,9.8,薄曇一時晴
2018/4/17,18.1,9.8,14.5,0.6,1.6,1021.0,69,10.0,曇後時々雨
2018/4/18,21.7,11.5,9.0,5.1,2.1,1016.0,68,6.0,晴時々曇一時雨
2018/4/19,25.7,9.4,0,12.2,2.3,1017.1,51,0.0,快晴
2018/4/20,28.2,12.2,0,12.2,2.0,1019.5,45,0.0,快晴
2018/4/21,29.5,12.5,0,12.3,2.1,1020.8,38,0.0,快晴
2018/4/22,28.7,13.3,0,11.8,2.1,1019.3,45,5.5,晴時々薄曇
2018/4/23,27.1,14.7,0,10.3,2.2,1017.6,52,7.8,晴後薄曇
2018/4/24,20.9,17.3,16.5,0.0,1.4,1010.7,81,10.0,雨
2018/4/25,18.3,12.9,44.5,0.0,3.0,1005.8,76,10.0,曇時々雨
2018/4/26,24.2,12.3,0.0,11.0,2.3,1012.8,52,8.3,薄曇一時晴
2018/4/27,24.5,13.3,0.5,2.5,1.6,1011.4,64,7.0,曇後一時雨、雷を伴う
2018/4/28,25.7,11.9,0,12.5,2.0,1015.5,52,2.3,快晴
2018/4/29,28.7,12.1,0,12.6,2.1,1016.4,44,0.0,快晴
2018/4/30,24.1,14.9,0,5.1,2.0,1017.1,60,6.3,曇時々晴
2018/5/1,29.5,14.0,0,11.8,1.8,1016.4,52,5.5,晴時々薄曇
2018/5/2,21.3,18.4,12.5,0.0,1.3,1009.9,71,10.0,曇後雨
2018/5/3,24.0,13.2,3.5,1.9,3.3,1004.0,73,9.5,曇
